name,class,connector,SHAFT_DIAMETER,CORPUS,PITCH,Performance_File,MODEL,Direction,WEIGHT,HUB_THICKNESS,DIAMETER,Prop_type
apc_propellers_12x6,Propeller,['MOTOR_CONNECTOR_CS_IN'],6.35,UAV,152.4,PER3_12x6.dat,apc_propellers_12x6,"('1', '-1', '1', '1')",0.045948667,12.192,304.8,"('1', '-1', '1', '1')"
apc_propellers_13x4_7SF,Propeller,['MOTOR_CONNECTOR_CS_IN'],6.35,UAV,119.38,PER3_13x47SF.dat,apc_propellers_13x4_7SF,"('1', '-1', '1', '1')",0.022135192,7.619999999999999,330.2,"('1', '-1', '1', '1')"
apc_propellers_13x13N,Propeller,['MOTOR_CONNECTOR_CS_IN'],7.9375,UAV,330.2,PER3_13x13N.dat,apc_propellers_13x13N,"('1', '-1', '1', '1')",0.053024670999999995,14.986,330.2,"('1', '-1', '1', '1')"
apc_propellers_10x4,Propeller,['MOTOR_CONNECTOR_CS_IN'],6.35,UAV,101.6,PER3_10x4.dat,apc_propellers_10x4,"('1', '-1', '1', '1')",0.030073017,11.938,254.0,"('1', '-1', '1', '1')"
apc_propellers_15x11,Propeller,['MOTOR_CONNECTOR_CS_IN'],7.9375,UAV,279.4,PER3_15x11.dat,apc_propellers_15x11,"('1', '-1', '1', '1')",0.09099015399999999,18.034,381.0,"('1', '-1', '1', '1')"
apc_propellers_14x10E,Propeller,['MOTOR_CONNECTOR_CS_IN'],6.35,UAV,254.0,PER3_14x10E.dat,apc_propellers_14x10E,"('1', '-1', '1', '1')",0.03401925,11.176,355.6,"('1', '-1', '1', '1')"
apc_propellers_9x7,Propeller,['MOTOR_CONNECTOR_CS_IN'],6.35,UAV,177.8,PER3_9x7.dat,apc_propellers_9x7,"('1', '-1', '1', '1')",0.022951654000000002,11.43,228.6,"('1', '-1', '1', '1')"
apc_propellers_9x6E,Propeller,['MOTOR_CONNECTOR_CS_IN'],6.35,UAV,152.4,PER3_9x6E.dat,apc_propellers_9x6E,"('1', '-1', '1', '1')",0.018007522999999998,9.906,228.6,"('1', '-1', '1', '1')"
apc_propellers_16x7,Propeller,['MOTOR_CONNECTOR_CS_IN'],7.9375,UAV,177.8,PER3_16x7.dat,apc_propellers_16x7,"('1', '-1', '1', '1')",0.094981746,15.494,406.4,"('1', '-1', '1', '1')"
apc_propellers_17x4W,Propeller,['MOTOR_CONNECTOR_CS_IN'],7.9375,UAV,101.6,PER3_17x4W.dat,apc_propellers_17x4W,"('1', '-1', '1', '1')",0.094981746,11.176,431.8,"('1', '-1', '1', '1')"
apc_propellers_5x3,Propeller,['MOTOR_CONNECTOR_CS_IN'],4.762499999999999,UAV,76.19999999999999,PER3_5x3.dat,apc_propellers_5x3,"('1', '-1', '1', '1')",0.005942029,8.128,127.0,"('1', '-1', '1', '1')"
apc_propellers_7x5,Propeller,['MOTOR_CONNECTOR_CS_IN'],4.762499999999999,UAV,127.0,PER3_7x5.dat,apc_propellers_7x5,"('1', '-1', '1', '1')",0.011067596,9.652,177.8,"('1', '-1', '1', '1')"
apc_propellers_7x8,Propeller,['MOTOR_CONNECTOR_CS_IN'],4.762499999999999,UAV,203.2,PER3_7x8.dat,apc_propellers_7x8,"('1', '-1', '1', '1')",0.013063392,10.414,177.8,"('1', '-1', '1', '1')"
apc_propellers_12x4_5MR,Propeller,['MOTOR_CONNECTOR_CS_IN'],6.35,UAV,114.3,PER3_12x45MR.dat,apc_propellers_12x4_5MR,"('1', '-1', '1', '1')",0.022135192,9.143999999999998,304.8,"('1', '-1', '1', '1')"
apc_propellers_6x3,Propeller,['MOTOR_CONNECTOR_CS_IN'],4.762499999999999,UAV,76.19999999999999,PER3_6x3.dat,apc_propellers_6x3,"('1', '-1', '1', '1')",0.007937825,8.382,152.4,"('1', '-1', '1', '1')"
apc_propellers_9_25x6_0,Propeller,['MOTOR_CONNECTOR_CS_IN'],6.35,UAV,152.4,PER3_925x60.dat,apc_propellers_9_25x6_0,"('1', '-1', '1', '1')",0.017009625,10.414,234.95,"('1', '-1', '1', '1')"
apc_propellers_8_75x8_75NN,Propeller,['MOTOR_CONNECTOR_CS_IN'],6.35,UAV,222.25,PER3_875x875NN.dat,apc_propellers_8_75x8_75NN,"('1', '-1', '1', '1')",0.02494745,14.478,222.25,"('1', '-1', '1', '1')"
apc_propellers_9x4_1SF,Propeller,['MOTOR_CONNECTOR_CS_IN'],5.499989,UAV,104.14,PER3_9x41SF.dat,apc_propellers_9x4_1SF,"('1', '-1', '1', '1')",0.004989489999999999,4.064,228.6,"('1', '-1', '1', '1')"
apc_propellers_9x9,Propeller,['MOTOR_CONNECTOR_CS_IN'],6.35,UAV,228.6,PER3_9x9.dat,apc_propellers_9x9,"('1', '-1', '1', '1')",0.024085629,10.922,228.6,"('1', '-1', '1', '1')"
apc_propellers_5_7x3,Propeller,['MOTOR_CONNECTOR_CS_IN'],6.35,UAV,76.19999999999999,PER3_57x3.dat,apc_propellers_5_7x3,"('1', '-1', '1', '1')",0.005125566999999999,6.35,144.78,"('1', '-1', '1', '1')"
apc_propellers_8_8x8_75,Propeller,['MOTOR_CONNECTOR_CS_IN'],6.35,UAV,222.25,PER3_88x875.dat,apc_propellers_8_8x8_75,"('1', '-1', '1', '1')",0.026943245999999997,14.732,223.52,"('1', '-1', '1', '1')"
swri_34x15_3_1000_41_50,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,381.0,34x15_3_1000_41_50.dat,swri_34x15_3_1000_41_50,"('1', '-1', '1', '1')",0.34,64.77,863.5999999999999,"('1', '-1', '1', '1')"
swri_41x9_5_2200_51_410,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,228.6,41x9_5_2200_51_410.dat,swri_41x9_5_2200_51_410,"('1', '-1', '1', '1')",0.745,78.105,1041.4,"('1', '-1', '1', '1')"
swri_27x9_2_2200_51_90,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,228.6,27x9_2_2200_51_90.dat,swri_27x9_2_2200_51_90,"('1', '-1', '1', '1')",0.17,51.435,685.8,"('1', '-1', '1', '1')"
apc_propellers_11x11,Propeller,['MOTOR_CONNECTOR_CS_IN'],7.9375,UAV,279.4,PER3_11x11.dat,apc_propellers_11x11,"('1', '-1', '1', '1')",0.041957075,14.732,279.4,"('1', '-1', '1', '1')"
swri_48x32_2_600_51_90,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,812.8,48x32_2_600_51_90.dat,swri_48x32_2_600_51_90,"('1', '-1', '1', '1')",0.553,91.44,1219.2,"('1', '-1', '1', '1')"
swri_34x8_4_2400_51_240,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,203.2,34x8_4_2400_51_240.dat,swri_34x8_4_2400_51_240,"('1', '-1', '1', '1')",0.405,64.77,863.5999999999999,"('1', '-1', '1', '1')"
swri_41x17_2_1000_46_110,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,431.8,41x17_2_1000_46_110.dat,swri_41x17_2_1000_46_110,"('1', '-1', '1', '1')",0.39,78.105,1041.4,"('1', '-1', '1', '1')"
swri_48x22_6_800_46_170,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,558.8,48x22_6_800_46_170.dat,swri_48x22_6_800_46_170,"('1', '-1', '1', '1')",1.361,91.44,1219.2,"('1', '-1', '1', '1')"
swri_41x8_2_2400_51_380,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,203.2,41x8_2_2400_51_380.dat,swri_41x8_2_2400_51_380,"('1', '-1', '1', '1')",0.342,78.105,1041.4,"('1', '-1', '1', '1')"
swri_34x10_6_2000_51_210,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,254.0,34x10_6_2000_51_210.dat,swri_34x10_6_2000_51_210,"('1', '-1', '1', '1')",0.579,64.77,863.5999999999999,"('1', '-1', '1', '1')"
swri_55x11_5_1800_51_820,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,279.4,55x11_5_1800_51_820.dat,swri_55x11_5_1800_51_820,"('1', '-1', '1', '1')",1.536,104.775,1397.0,"('1', '-1', '1', '1')"
swri_55x9_2_2200_51_830,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,228.6,55x9_2_2200_51_830.dat,swri_55x9_2_2200_51_830,"('1', '-1', '1', '1')",0.66,104.775,1397.0,"('1', '-1', '1', '1')"
swri_41x14_6_1400_51_240,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,355.6,41x14_6_1400_51_240.dat,swri_41x14_6_1400_51_240,"('1', '-1', '1', '1')",0.91,78.105,1041.4,"('1', '-1', '1', '1')"
swri_55x20_6_400_21_60,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,508.0,55x20_6_400_21_60.dat,swri_55x20_6_400_21_60,"('1', '-1', '1', '1')",1.856,104.775,1397.0,"('1', '-1', '1', '1')"
swri_27x4_3_4800_51_210,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,101.6,27x4_3_4800_51_210.dat,swri_27x4_3_4800_51_210,"('1', '-1', '1', '1')",0.185,51.435,685.8,"('1', '-1', '1', '1')"
swri_55x24_5_800_51_280,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,609.5999999999999,55x24_5_800_51_280.dat,swri_55x24_5_800_51_280,"('1', '-1', '1', '1')",1.618,104.775,1397.0,"('1', '-1', '1', '1')"
swri_41x11_6_1800_51_340,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,279.4,41x11_6_1800_51_340.dat,swri_41x11_6_1800_51_340,"('1', '-1', '1', '1')",0.889,78.105,1041.4,"('1', '-1', '1', '1')"
swri_48x13_2_1200_41_240,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,330.2,48x13_2_1200_41_240.dat,swri_48x13_2_1200_41_240,"('1', '-1', '1', '1')",0.508,91.44,1219.2,"('1', '-1', '1', '1')"
swri_48x24_4_800_51_160,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,609.5999999999999,48x24_4_800_51_160.dat,swri_48x24_4_800_51_160,"('1', '-1', '1', '1')",0.949,91.44,1219.2,"('1', '-1', '1', '1')"
swri_41x22_5_800_46_80,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,558.8,41x22_5_800_46_80.dat,swri_41x22_5_800_46_80,"('1', '-1', '1', '1')",0.794,78.105,1041.4,"('1', '-1', '1', '1')"
swri_41x22_6_800_46_90,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,558.8,41x22_6_800_46_90.dat,swri_41x22_6_800_46_90,"('1', '-1', '1', '1')",0.942,78.105,1041.4,"('1', '-1', '1', '1')"
swri_55x12_3_1600_51_660,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,304.8,55x12_3_1600_51_660.dat,swri_55x12_3_1600_51_660,"('1', '-1', '1', '1')",0.973,104.775,1397.0,"('1', '-1', '1', '1')"
swri_55x13_2_1200_41_370,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,330.2,55x13_2_1200_41_370.dat,swri_55x13_2_1200_41_370,"('1', '-1', '1', '1')",0.69,104.775,1397.0,"('1', '-1', '1', '1')"
swri_48x24_2_800_51_150,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,609.5999999999999,48x24_2_800_51_150.dat,swri_48x24_2_800_51_150,"('1', '-1', '1', '1')",0.549,91.44,1219.2,"('1', '-1', '1', '1')"
swri_48x22_2_800_46_140,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,558.8,48x22_2_800_46_140.dat,swri_48x22_2_800_46_140,"('1', '-1', '1', '1')",0.548,91.44,1219.2,"('1', '-1', '1', '1')"
swri_41x9_2_2200_51_350,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,228.6,41x9_2_2200_51_350.dat,swri_41x9_2_2200_51_350,"('1', '-1', '1', '1')",0.347,78.105,1041.4,"('1', '-1', '1', '1')"
swri_62x23_5_600_36_230,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,584.1999999999999,62x23_5_600_36_230.dat,swri_62x23_5_600_36_230,"('1', '-1', '1', '1')",2.144,118.11,1574.8,"('1', '-1', '1', '1')"
swri_48x14_3_1400_51_360,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,355.6,48x14_3_1400_51_360.dat,swri_48x14_3_1400_51_360,"('1', '-1', '1', '1')",0.709,91.44,1219.2,"('1', '-1', '1', '1')"
swri_48x9_2_2200_51_560,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,228.6,48x9_2_2200_51_560.dat,swri_48x9_2_2200_51_560,"('1', '-1', '1', '1')",0.485,91.44,1219.2,"('1', '-1', '1', '1')"
swri_48x17_2_1000_46_210,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,431.8,48x17_2_1000_46_210.dat,swri_48x17_2_1000_46_210,"('1', '-1', '1', '1')",0.535,91.44,1219.2,"('1', '-1', '1', '1')"
swri_55x13_3_1200_41_390,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,330.2,55x13_3_1200_41_390.dat,swri_55x13_3_1200_41_390,"('1', '-1', '1', '1')",0.976,104.775,1397.0,"('1', '-1', '1', '1')"
swri_48x14_2_1400_51_350,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,355.6,48x14_2_1400_51_350.dat,swri_48x14_2_1400_51_350,"('1', '-1', '1', '1')",0.513,91.44,1219.2,"('1', '-1', '1', '1')"
swri_48x17_6_1000_46_240,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,431.8,48x17_6_1000_46_240.dat,swri_48x17_6_1000_46_240,"('1', '-1', '1', '1')",1.333,91.44,1219.2,"('1', '-1', '1', '1')"
swri_55x14_6_1400_51_660,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,355.6,55x14_6_1400_51_660.dat,swri_55x14_6_1400_51_660,"('1', '-1', '1', '1')",1.845,104.775,1397.0,"('1', '-1', '1', '1')"
swri_41x11_3_1800_51_300,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,279.4,41x11_3_1800_51_300.dat,swri_41x11_3_1800_51_300,"('1', '-1', '1', '1')",0.49,78.105,1041.4,"('1', '-1', '1', '1')"
swri_55x19_5_1000_51_400,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,482.6,55x19_5_1000_51_400.dat,swri_55x19_5_1000_51_400,"('1', '-1', '1', '1')",1.589,104.775,1397.0,"('1', '-1', '1', '1')"
swri_55x17_5_1000_46_380,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,431.8,55x17_5_1000_46_380.dat,swri_55x17_5_1000_46_380,"('1', '-1', '1', '1')",1.588,104.775,1397.0,"('1', '-1', '1', '1')"
swri_69x19_6_1000_51_920,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,482.6,69x19_6_1000_51_920.dat,swri_69x19_6_1000_51_920,"('1', '-1', '1', '1')",3.331,131.445,1752.6,"('1', '-1', '1', '1')"
swri_55x19_4_1000_51_380,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,482.6,55x19_4_1000_51_380.dat,swri_55x19_4_1000_51_380,"('1', '-1', '1', '1')",1.299,104.775,1397.0,"('1', '-1', '1', '1')"
swri_48x26_6_600_41_90,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,660.4,48x26_6_600_41_90.dat,swri_48x26_6_600_41_90,"('1', '-1', '1', '1')",1.357,91.44,1219.2,"('1', '-1', '1', '1')"
swri_55x29_3_600_46_150,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,736.5999999999999,55x29_3_600_46_150.dat,swri_55x29_3_600_46_150,"('1', '-1', '1', '1')",1.025,104.775,1397.0,"('1', '-1', '1', '1')"
swri_48x29_6_600_46_90,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,736.5999999999999,48x29_6_600_46_90.dat,swri_48x29_6_600_46_90,"('1', '-1', '1', '1')",1.343,91.44,1219.2,"('1', '-1', '1', '1')"
apc_propellers_10x8E,Propeller,['MOTOR_CONNECTOR_CS_IN'],6.35,UAV,203.2,PER3_10x8E.dat,apc_propellers_10x8E,"('1', '-1', '1', '1')",0.020003319000000002,10.16,254.0,"('1', '-1', '1', '1')"
swri_55x15_2_1000_41_300,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,381.0,55x15_2_1000_41_300.dat,swri_55x15_2_1000_41_300,"('1', '-1', '1', '1')",0.7,104.775,1397.0,"('1', '-1', '1', '1')"
swri_55x15_3_1000_41_310,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,381.0,55x15_3_1000_41_310.dat,swri_55x15_3_1000_41_310,"('1', '-1', '1', '1')",0.984,104.775,1397.0,"('1', '-1', '1', '1')"
swri_76x16_5_1200_51_1480,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,406.4,76x16_5_1200_51_1480.dat,swri_76x16_5_1200_51_1480,"('1', '-1', '1', '1')",3.581,144.78,1930.4,"('1', '-1', '1', '1')"
swri_62x22_3_800_46_380,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,558.8,62x22_3_800_46_380.dat,swri_62x22_3_800_46_380,"('1', '-1', '1', '1')",1.358,118.11,1574.8,"('1', '-1', '1', '1')"
swri_76x22_3_800_46_760,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,558.8,76x22_3_800_46_760.dat,swri_76x22_3_800_46_760,"('1', '-1', '1', '1')",2.234,144.78,1930.4,"('1', '-1', '1', '1')"
swri_62x24_6_800_51_460,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,609.5999999999999,62x24_6_800_51_460.dat,swri_62x24_6_800_51_460,"('1', '-1', '1', '1')",2.552,118.11,1574.8,"('1', '-1', '1', '1')"
swri_76x29_6_600_46_580,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,736.5999999999999,76x29_6_600_46_580.dat,swri_76x29_6_600_46_580,"('1', '-1', '1', '1')",4.332,144.78,1930.4,"('1', '-1', '1', '1')"
swri_62x48_3_400_51_120,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,1219.2,62x48_3_400_51_120.dat,swri_62x48_3_400_51_120,"('1', '-1', '1', '1')",1.452,118.11,1574.8,"('1', '-1', '1', '1')"
swri_62x17_4_1000_46_540,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,431.8,62x17_4_1000_46_540.dat,swri_62x17_4_1000_46_540,"('1', '-1', '1', '1')",1.725,118.11,1574.8,"('1', '-1', '1', '1')"
swri_62x6_2_3200_51_1390,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,152.4,62x6_2_3200_51_1390.dat,swri_62x6_2_3200_51_1390,"('1', '-1', '1', '1')",0.84,118.11,1574.8,"('1', '-1', '1', '1')"
swri_62x24_5_800_51_440,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,609.5999999999999,62x24_5_800_51_440.dat,swri_62x24_5_800_51_440,"('1', '-1', '1', '1')",2.153,118.11,1574.8,"('1', '-1', '1', '1')"
swri_69x19_4_1000_51_840,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,482.6,69x19_4_1000_51_840.dat,swri_69x19_4_1000_51_840,"('1', '-1', '1', '1')",2.273,131.445,1752.6,"('1', '-1', '1', '1')"
swri_76x43_6_400_46_280,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,1092.2,76x43_6_400_46_280.dat,swri_76x43_6_400_46_280,"('1', '-1', '1', '1')",4.381,144.78,1930.4,"('1', '-1', '1', '1')"
swri_69x10_2_2000_51_1450,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,254.0,69x10_2_2000_51_1450.dat,swri_69x10_2_2000_51_1450,"('1', '-1', '1', '1')",1.15,131.445,1752.6,"('1', '-1', '1', '1')"
swri_69x32_4_600_51_390,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,812.8,69x32_4_600_51_390.dat,swri_69x32_4_600_51_390,"('1', '-1', '1', '1')",2.339,131.445,1752.6,"('1', '-1', '1', '1')"
swri_69x39_2_400_41_160,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,990.5999999999999,69x39_2_400_41_160.dat,swri_69x39_2_400_41_160,"('1', '-1', '1', '1')",1.29,131.445,1752.6,"('1', '-1', '1', '1')"
swri_69x34_6_400_36_180,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,863.5999999999999,69x34_6_400_36_180.dat,swri_69x34_6_400_36_180,"('1', '-1', '1', '1')",3.38,131.445,1752.6,"('1', '-1', '1', '1')"
swri_62x16_2_1200_51_660,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,406.4,62x16_2_1200_51_660.dat,swri_62x16_2_1200_51_660,"('1', '-1', '1', '1')",0.931,118.11,1574.8,"('1', '-1', '1', '1')"
swri_76x19_3_1000_51_1090,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,482.6,76x19_3_1000_51_1090.dat,swri_76x19_3_1000_51_1090,"('1', '-1', '1', '1')",2.227,144.78,1930.4,"('1', '-1', '1', '1')"
swri_83x34_5_400_36_360,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,863.5999999999999,83x34_5_400_36_360.dat,swri_83x34_5_400_36_360,"('1', '-1', '1', '1')",4.638,158.115,2108.2,"('1', '-1', '1', '1')"
swri_76x43_5_400_46_270,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,1092.2,76x43_5_400_46_270.dat,swri_76x43_5_400_46_270,"('1', '-1', '1', '1')",3.693,144.78,1930.4,"('1', '-1', '1', '1')"
swri_76x24_4_800_51_870,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,609.5999999999999,76x24_4_800_51_870.dat,swri_76x24_4_800_51_870,"('1', '-1', '1', '1')",2.956,144.78,1930.4,"('1', '-1', '1', '1')"
swri_83x96_4_200_51_90,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,2438.4,83x96_4_200_51_90.dat,swri_83x96_4_200_51_90,"('1', '-1', '1', '1')",3.7,158.115,2108.2,"('1', '-1', '1', '1')"
swri_90x17_6_1000_46_1910,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,431.8,90x17_6_1000_46_1910.dat,swri_90x17_6_1000_46_1910,"('1', '-1', '1', '1')",6.679,171.45,2286.0,"('1', '-1', '1', '1')"
swri_83x20_6_400_21_250,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,508.0,83x20_6_400_21_250.dat,swri_83x20_6_400_21_250,"('1', '-1', '1', '1')",5.388,158.115,2108.2,"('1', '-1', '1', '1')"
swri_83x32_3_600_51_740,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,812.8,83x32_3_600_51_740.dat,swri_83x32_3_600_51_740,"('1', '-1', '1', '1')",2.847,158.115,2108.2,"('1', '-1', '1', '1')"
swri_83x24_3_800_51_1110,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,609.5999999999999,83x24_3_800_51_1110.dat,swri_83x24_3_800_51_1110,"('1', '-1', '1', '1')",2.811,158.115,2108.2,"('1', '-1', '1', '1')"
swri_83x24_4_800_51_1170,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,609.5999999999999,83x24_4_800_51_1170.dat,swri_83x24_4_800_51_1170,"('1', '-1', '1', '1')",3.683,158.115,2108.2,"('1', '-1', '1', '1')"
swri_76x34_3_400_36_240,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,863.5999999999999,76x34_3_400_36_240.dat,swri_76x34_3_400_36_240,"('1', '-1', '1', '1')",2.306,144.78,1930.4,"('1', '-1', '1', '1')"
swri_83x13_4_1200_41_1410,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,330.2,83x13_4_1200_41_1410.dat,swri_83x13_4_1200_41_1410,"('1', '-1', '1', '1')",3.606,158.115,2108.2,"('1', '-1', '1', '1')"
swri_76x26_4_600_41_500,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,660.4,76x26_4_600_41_500.dat,swri_76x26_4_600_41_500,"('1', '-1', '1', '1')",2.954,144.78,1930.4,"('1', '-1', '1', '1')"
swri_69x29_5_600_46_390,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,736.5999999999999,69x29_5_600_46_390.dat,swri_69x29_5_600_46_390,"('1', '-1', '1', '1')",2.874,131.445,1752.6,"('1', '-1', '1', '1')"
swri_83x19_4_1000_51_1540,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,482.6,83x19_4_1000_51_1540.dat,swri_83x19_4_1000_51_1540,"('1', '-1', '1', '1')",3.664,158.115,2108.2,"('1', '-1', '1', '1')"
swri_83x7_2_2200_41_1710,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,177.8,83x7_2_2200_41_1710.dat,swri_83x7_2_2200_41_1710,"('1', '-1', '1', '1')",1.793,158.115,2108.2,"('1', '-1', '1', '1')"
swri_90x20_3_400_21_290,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,508.0,90x20_3_400_21_290.dat,swri_90x20_3_400_21_290,"('1', '-1', '1', '1')",3.434,171.45,2286.0,"('1', '-1', '1', '1')"
swri_90x58_2_200_31_120,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,1473.2,90x58_2_200_31_120.dat,swri_90x58_2_200_31_120,"('1', '-1', '1', '1')",2.454,171.45,2286.0,"('1', '-1', '1', '1')"
swri_90x16_5_600_26_600,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,406.4,90x16_5_600_26_600.dat,swri_90x16_5_600_26_600,"('1', '-1', '1', '1')",5.579,171.45,2286.0,"('1', '-1', '1', '1')"
swri_76x32_4_600_51_560,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,812.8,76x32_4_600_51_560.dat,swri_76x32_4_600_51_560,"('1', '-1', '1', '1')",3.001,144.78,1930.4,"('1', '-1', '1', '1')"
swri_90x17_5_1000_46_1850,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,431.8,90x17_5_1000_46_1850.dat,swri_90x17_5_1000_46_1850,"('1', '-1', '1', '1')",5.596,171.45,2286.0,"('1', '-1', '1', '1')"
swri_83x13_2_1200_41_1250,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,330.2,83x13_2_1200_41_1250.dat,swri_83x13_2_1200_41_1250,"('1', '-1', '1', '1')",1.869,158.115,2108.2,"('1', '-1', '1', '1')"
swri_90x58_5_200_31_130,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,1473.2,90x58_5_200_31_130.dat,swri_90x58_5_200_31_130,"('1', '-1', '1', '1')",5.704,171.45,2286.0,"('1', '-1', '1', '1')"
swri_83x29_6_600_46_800,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,736.5999999999999,83x29_6_600_46_800.dat,swri_83x29_6_600_46_800,"('1', '-1', '1', '1')",5.466,158.115,2108.2,"('1', '-1', '1', '1')"
swri_90x77_5_200_41_120,Propeller,['MOTOR_CONNECTOR_CS_IN'],47.0,UAM,1955.8,90x77_5_200_41_120.dat,swri_90x77_5_200_41_120,"('1', '-1', '1', '1')",5.709,171.45,2286.0,"('1', '-1', '1', '1')"
